#LIBRARY    ENDF/B-VII.1
#REACTION   U-235(N,F),SIG
#NUCLEUS    U-235
#MF         3
#MT         18
#E,eV        Sig,b        Interpolation
 510.301     24.0589      Lin-Lin
 510.369     24.2082      Lin-Lin
 510.52      24.2952      Lin-Lin
 510.563     24.4195      Lin-Lin
 510.606     24.6596      Lin-Lin
 510.644     24.9975      Lin-Lin
 510.676     25.4045      Lin-Lin
 510.709     25.9323      Lin-Lin
 510.742     26.5922      Lin-Lin
 510.773     27.3505      Lin-Lin
 510.803     28.1924      Lin-Lin
 510.832     29.1565      Lin-Lin
 510.862     30.2434      Lin-Lin
 510.896     31.6679      Lin-Lin
 510.936     33.4933      Lin-Lin
 510.974     35.4172      Lin-Lin
 511.027     38.3952      Lin-Lin
 511.102     42.8906      Lin-Lin
 511.208     49.4519      Lin-Lin
 511.273     53.1533      Lin-Lin
 511.314     55.196       Lin-Lin
 511.357     56.9939      Lin-Lin
 511.399     58.4138      Lin-Lin
 511.442     59.4113      Lin-Lin
 511.472     59.8131      Lin-Lin
 511.505     59.9745      Lin-Lin
 511.545     59.7418      Lin-Lin
 511.584     59.0877      Lin-Lin
 511.623     57.9707      Lin-Lin
 511.663     56.4221      Lin-Lin
 511.702     54.5676      Lin-Lin
 511.74      52.4006      Lin-Lin
 511.784     49.635       Lin-Lin
 511.848     45.152       Lin-Lin
 511.951     37.647       Lin-Lin
 512.003     33.9848      Lin-Lin
 512.038     31.7415      Lin-Lin
 512.073     29.6757      Lin-Lin
 512.097     28.3461      Lin-Lin
 512.123     27.0694      Lin-Lin
 512.148     25.9284      Lin-Lin
 512.174     24.9311      Lin-Lin
 512.2       24.084       Lin-Lin
 512.225     23.3922      Lin-Lin
 512.251     22.8588      Lin-Lin
 512.277     22.4856      Lin-Lin
 512.3       22.2871      Lin-Lin
 512.323     22.218       Lin-Lin
 512.349     22.291       Lin-Lin
 512.374     22.5183      Lin-Lin
 512.4       22.8955      Lin-Lin
 512.425     23.4167      Lin-Lin
 512.451     24.0755      Lin-Lin
 512.477     24.864       Lin-Lin
 512.502     25.7738      Lin-Lin
 512.534     27.0594      Lin-Lin
 512.572     28.7959      Lin-Lin
 512.608     30.5618      Lin-Lin
 512.656     33.1889      Lin-Lin
 512.73      37.4996      Lin-Lin
 512.839     43.9123      Lin-Lin
 512.897     47.0863      Lin-Lin
 512.953     49.8039      Lin-Lin
 512.999     51.7576      Lin-Lin
 513.049     53.5238      Lin-Lin
 513.098     54.8246      Lin-Lin
 513.142     55.6382      Lin-Lin
 513.19      56.1358      Lin-Lin
 513.221     56.2306      Lin-Lin
 513.272     56.026       Lin-Lin
 513.321     55.4197      Lin-Lin
 513.37      54.4471      Lin-Lin
 513.419     53.1685      Lin-Lin
 513.468     51.6203      Lin-Lin
 513.539     48.972       Lin-Lin
 513.62      45.5695      Lin-Lin
 513.816     36.8517      Lin-Lin
 513.905     33.1586      Lin-Lin
 513.968     30.7349      Lin-Lin
 514.02      28.8669      Lin-Lin
 514.083     26.8154      Lin-Lin
 514.145     24.9384      Lin-Lin
 514.203     23.3728      Lin-Lin
 514.273     21.6341      Lin-Lin
 514.323     20.5342      Lin-Lin
 514.374     19.4752      Lin-Lin
 514.432     18.3948      Lin-Lin
 514.503     17.1716      Lin-Lin
 514.58      15.9912      Lin-Lin
 514.653     14.9746      Lin-Lin
 514.745     13.8118      Lin-Lin
 514.865     12.3968      Lin-Lin
 515.003     10.8654      Lin-Lin
 515.113     9.70179      Lin-Lin
 515.196     8.88767      Lin-Lin
 515.259     8.31541      Lin-Lin
 515.322     7.79482      Lin-Lin
 515.381     7.35831      Lin-Lin
 515.433     7.02149      Lin-Lin
 515.485     6.72537      Lin-Lin
 515.545     6.42939      Lin-Lin
 515.611     6.15673      Lin-Lin
 515.674     5.93903      Lin-Lin
 515.767     5.67042      Lin-Lin
 515.993     5.08733      Lin-Lin
 516.228     4.45149      Lin-Lin
 516.313     4.24929      Lin-Lin
 516.378     4.11653      Lin-Lin
 516.431     4.02822      Lin-Lin
 516.486     3.95538      Lin-Lin
 516.558     3.88654      Lin-Lin
 516.64      3.83729      Lin-Lin
 516.835     3.76423      Lin-Lin
 516.927     3.70824      Lin-Lin
 517.001     3.64159      Lin-Lin
 517.088     3.53935      Lin-Lin
 517.291     3.26161      Lin-Lin
 517.354     3.1886       Lin-Lin
 517.421     3.12714      Lin-Lin
 517.485     3.08695      Lin-Lin
 517.548     3.0665       Lin-Lin
 517.601     3.06162      Lin-Lin
 517.803     3.08305      Lin-Lin
 517.861     3.07761      Lin-Lin
 517.92      3.05698      Lin-Lin
 517.974     3.02189      Lin-Lin
 518.02      2.97948      Lin-Lin
 518.068     2.92357      Lin-Lin
 518.151     2.80822      Lin-Lin
 518.243     2.67477      Lin-Lin
 518.289     2.61838      Lin-Lin
 518.335     2.57729      Lin-Lin
 518.37      2.56083      Lin-Lin
 518.387     2.55837      Lin-Lin
 518.416     2.56433      Lin-Lin
 518.44      2.57992      Lin-Lin
 518.464     2.60731      Lin-Lin
 518.488     2.6477       Lin-Lin
 518.512     2.70267      Lin-Lin
 518.536     2.77369      Lin-Lin
 518.56      2.86243      Lin-Lin
 518.584     2.96675      Lin-Lin
 518.604     3.07671      Lin-Lin
 518.626     3.21164      Lin-Lin
 518.648     3.37213      Lin-Lin
 518.67      3.5521       Lin-Lin
 518.689     3.72841      Lin-Lin
 518.706     3.90612      Lin-Lin
 518.727     4.1407       Lin-Lin
 518.749     4.42899      Lin-Lin
 518.771     4.7524       Lin-Lin
 518.789     5.04286      Lin-Lin
 518.81      5.41083      Lin-Lin
 518.829     5.76991      Lin-Lin
 518.848     6.16011      Lin-Lin
 518.866     6.58298      Lin-Lin
 518.885     7.04         Lin-Lin
 518.903     7.50833      Lin-Lin
 518.92      8.01001      Lin-Lin
 518.938     8.54609      Lin-Lin
 518.956     9.11748      Lin-Lin
 518.983     10.0424      Lin-Lin
 519.009     11.0503      Lin-Lin
 519.034     12.0665      Lin-Lin
 519.062     13.3169      Lin-Lin
 519.084     14.3156      Lin-Lin
 519.112     15.7256      Lin-Lin
 519.141     17.2196      Lin-Lin
 519.176     19.1561      Lin-Lin
 519.222     21.8812      Lin-Lin
 519.352     29.837       Lin-Lin
 519.404     32.8         Lin-Lin
 519.451     35.2046      Lin-Lin
 519.479     36.5078      Lin-Lin
 519.508     37.66        Lin-Lin
 519.546     38.955       Lin-Lin
 519.573     39.6391      Lin-Lin
 519.6       40.1596      Lin-Lin
 519.63      40.5159      Lin-Lin
 519.662     40.6352      Lin-Lin
 519.691     40.5101      Lin-Lin
 519.719     40.1988      Lin-Lin
 519.754     39.542       Lin-Lin
 519.784     38.7528      Lin-Lin
 519.823     37.4877      Lin-Lin
 519.86      36.0452      Lin-Lin
 519.897     34.4647      Lin-Lin
 519.998     29.6839      Lin-Lin
 520.054     27.1076      Lin-Lin
 520.102     25.1046      Lin-Lin
 520.139     23.6925      Lin-Lin
 520.17      22.6467      Lin-Lin
 520.201     21.7009      Lin-Lin
 520.239     20.7144      Lin-Lin
 520.278     19.8812      Lin-Lin
 520.304     19.4021      Lin-Lin
 520.341     18.8559      Lin-Lin
 520.378     18.4162      Lin-Lin
 520.421     18.0004      Lin-Lin
 520.578     16.769       Lin-Lin
 520.617     16.3987      Lin-Lin
 520.665     15.8716      Lin-Lin
 520.718     15.1692      Lin-Lin
 520.772     14.3483      Lin-Lin
 520.832     13.3152      Lin-Lin
 520.919     11.6904      Lin-Lin
 521.014     9.93299      Lin-Lin
 521.055     9.20844      Lin-Lin
 521.096     8.52269      Lin-Lin
 521.133     7.94433      Lin-Lin
 521.166     7.46377      Lin-Lin
 521.198     7.01596      Lin-Lin
 521.231     6.6011       Lin-Lin
 521.264     6.21864      Lin-Lin
 521.297     5.86745      Lin-Lin
 521.33      5.54591      Lin-Lin
 521.363     5.25213      Lin-Lin
 521.398     4.96469      Lin-Lin
 521.436     4.6869       Lin-Lin
 521.474     4.43697      Lin-Lin
 521.511     4.21197      Lin-Lin
 521.549     4.00932      Lin-Lin
 521.587     3.82685      Lin-Lin
 521.625     3.66288      Lin-Lin
 521.663     3.51616      Lin-Lin
 521.7       3.38776      Lin-Lin
 521.737     3.27655      Lin-Lin
 521.773     3.18033      Lin-Lin
 521.81      3.09927      Lin-Lin
 521.846     3.03372      Lin-Lin
 521.883     2.98411      Lin-Lin
 521.92      2.95092      Lin-Lin
 521.956     2.9346       Lin-Lin
 521.975     2.93287      Lin-Lin
 522.009     2.94126      Lin-Lin
 522.043     2.96482      Lin-Lin
 522.077     3.00345      Lin-Lin
 522.112     3.05688      Lin-Lin
 522.154     3.1428       Lin-Lin
 522.196     3.24929      Lin-Lin
 522.237     3.37041      Lin-Lin
 522.292     3.55333      Lin-Lin
 522.359     3.80924      Lin-Lin
 522.567     4.66995      Lin-Lin
 522.633     4.91861      Lin-Lin
 522.691     5.10646      Lin-Lin
 522.739     5.2405       Lin-Lin
 522.797     5.36686      Lin-Lin
 522.843     5.4427       Lin-Lin
 522.904     5.50709      Lin-Lin
 522.987     5.54531      Lin-Lin
 523.127     5.57131      Lin-Lin
 523.186     5.61597      Lin-Lin
 523.233     5.68573      Lin-Lin
 523.271     5.77392      Lin-Lin
 523.307     5.88578      Lin-Lin
 523.347     6.04831      Lin-Lin
 523.387     6.25558      Lin-Lin
 523.422     6.47712      Lin-Lin
 523.454     6.71353      Lin-Lin
 523.485     6.97294      Lin-Lin
 523.515     7.26479      Lin-Lin
 523.542     7.54454      Lin-Lin
 523.575     7.9237       Lin-Lin
 523.607     8.3419       Lin-Lin
 523.64      8.79971      Lin-Lin
 523.671     9.27173      Lin-Lin
 523.715     10.0052      Lin-Lin
 523.753     10.6882      Lin-Lin
 523.803     11.6685      Lin-Lin
 523.851     12.7144      Lin-Lin
 523.905     13.965       Lin-Lin
 523.987     15.9899      Lin-Lin
 524.08      18.3407      Lin-Lin
 524.132     19.5625      Lin-Lin
 524.184     20.6549      Lin-Lin
 524.229     21.4565      Lin-Lin
 524.265     21.9601      Lin-Lin
 524.301     22.33        Lin-Lin
 524.333     22.5194      Lin-Lin
 524.364     22.5807      Lin-Lin
 524.401     22.4855      Lin-Lin
 524.435     22.2267      Lin-Lin
 524.465     21.8691      Lin-Lin
 524.497     21.3663      Lin-Lin
 524.527     20.774       Lin-Lin
 524.566     19.8401      Lin-Lin
 524.599     18.9371      Lin-Lin
 524.637     17.7969      Lin-Lin
 524.689     16.093       Lin-Lin
 524.808     12.0243      Lin-Lin
 524.852     10.5604      Lin-Lin
 524.881     9.63251      Lin-Lin
 524.911     8.75231      Lin-Lin
 524.937     8.01921      Lin-Lin
 524.96      7.41927      Lin-Lin
 524.982     6.85448      Lin-Lin
 525.005     6.32575      Lin-Lin
 525.028     5.83334      Lin-Lin
 525.05      5.37718      Lin-Lin
 525.073     4.95672      Lin-Lin
 525.096     4.57108      Lin-Lin
 525.113     4.29653      Lin-Lin
 525.132     4.02756      Lin-Lin
 525.15      3.77938      Lin-Lin
 525.169     3.55106      Lin-Lin
 525.187     3.34164      Lin-Lin
 525.206     3.15009      Lin-Lin
 525.224     2.97534      Lin-Lin
 525.243     2.81636      Lin-Lin
 525.261     2.67209      Lin-Lin
 525.28      2.54149      Lin-Lin
 525.298     2.42351      Lin-Lin
 525.321     2.29264      Lin-Lin
 525.346     2.16749      Lin-Lin
 525.372     2.05964      Lin-Lin
 525.397     1.96692      Lin-Lin
 525.422     1.88739      Lin-Lin
 525.448     1.81922      Lin-Lin
 525.473     1.76081      Lin-Lin
 525.507     1.69566      Lin-Lin
 525.54      1.6424       Lin-Lin
 525.574     1.59858      Lin-Lin
 525.614     1.55651      Lin-Lin
 525.654     1.52229      Lin-Lin
 525.713     1.48193      Lin-Lin
 525.765     1.45521      Lin-Lin
 525.828     1.43153      Lin-Lin
 525.879     1.42029      Lin-Lin
 525.919     1.41709      Lin-Lin
 525.969     1.42167      Lin-Lin
 526.013     1.4349       Lin-Lin
 526.048     1.45292      Lin-Lin
 526.091     1.48453      Lin-Lin
 526.132     1.5277       Lin-Lin
 526.163     1.56775      Lin-Lin
 526.195     1.61708      Lin-Lin
 526.234     1.68692      Lin-Lin
 526.266     1.75575      Lin-Lin
 526.306     1.85143      Lin-Lin
 526.349     1.96814      Lin-Lin
 526.391     2.09508      Lin-Lin
 526.43      2.22442      Lin-Lin
 526.474     2.38096      Lin-Lin
 526.522     2.56655      Lin-Lin
 526.587     2.83366      Lin-Lin
 526.64      3.07183      Lin-Lin
 526.691     3.32078      Lin-Lin
 526.736     3.56182      Lin-Lin
 526.768     3.75562      Lin-Lin
 526.802     3.98646      Lin-Lin
 526.825     4.15672      Lin-Lin
 526.854     4.39169      Lin-Lin
 526.883     4.65554      Lin-Lin
 526.908     4.92182      Lin-Lin
 526.934     5.21935      Lin-Lin
 526.96      5.5521       Lin-Lin
 526.986     5.92407      Lin-Lin
 527.007     6.25237      Lin-Lin
 527.027     6.61025      Lin-Lin
 527.048     6.99956      Lin-Lin
 527.076     7.57323      Lin-Lin
 527.097     8.05145      Lin-Lin
 527.118     8.56739      Lin-Lin
 527.139     9.12201      Lin-Lin
 527.167     9.92266      Lin-Lin
 527.197     10.8582      Lin-Lin
 527.229     11.9429      Lin-Lin
 527.261     13.1125      Lin-Lin
 527.293     14.3595      Lin-Lin
 527.34      16.2821      Lin-Lin
 527.416     19.6086      Lin-Lin
 527.486     22.659       Lin-Lin
 527.53      24.4509      Lin-Lin
 527.567     25.8368      Lin-Lin
 527.602     26.9831      Lin-Lin
 527.638     27.9943      Lin-Lin
 527.668     28.6965      Lin-Lin
 527.694     29.1551      Lin-Lin
 527.724     29.5316      Lin-Lin
 527.757     29.756       Lin-Lin
 527.772     29.7861      Lin-Lin
 527.802     29.7164      Lin-Lin
 527.829     29.509       Lin-Lin
 527.86      29.0957      Lin-Lin
 527.896     28.415       Lin-Lin
 527.935     27.4701      Lin-Lin
 527.978     26.2145      Lin-Lin
 528.025     24.6394      Lin-Lin
 528.121     21.092       Lin-Lin
 528.175     19.1305      Lin-Lin
 528.212     17.8621      Lin-Lin
 528.249     16.6858      Lin-Lin
 528.286     15.6197      Lin-Lin
 528.316     14.8542      Lin-Lin
 528.349     14.0903      Lin-Lin
 528.383     13.4313      Lin-Lin
 528.415     12.8951      Lin-Lin
 528.432     12.6448      Lin-Lin
 528.467     12.2199      Lin-Lin
 528.494     11.9459      Lin-Lin
 528.519     11.7537      Lin-Lin
 528.548     11.5695      Lin-Lin
 528.584     11.4158      Lin-Lin
 528.625     11.3157      Lin-Lin
 528.673     11.2817      Lin-Lin
 528.73      11.3281      Lin-Lin
 528.805     11.4892      Lin-Lin
 528.893     11.7728      Lin-Lin
 528.988     12.1698      Lin-Lin
 529.055     12.5196      Lin-Lin
 529.128     12.9679      Lin-Lin
 529.187     13.3996      Lin-Lin
 529.255     13.986       Lin-Lin
 529.309     14.5291      Lin-Lin
 529.362     15.1394      Lin-Lin
 529.416     15.8283      Lin-Lin
 529.482     16.7925      Lin-Lin
 529.548     17.8814      Lin-Lin
 529.611     19.0245      Lin-Lin
 529.709     20.9613      Lin-Lin
 529.848     23.812       Lin-Lin
 529.95      25.752       Lin-Lin
 530.04      27.2708      Lin-Lin
 530.125     28.4849      Lin-Lin
 530.187     29.2711      Lin-Lin
 530.298     30.5315      Lin-Lin
 530.414     31.6875      Lin-Lin
 530.499     32.3582      Lin-Lin
 530.56      32.6649      Lin-Lin
 530.619     32.751       Lin-Lin
 530.671     32.5997      Lin-Lin
 530.718     32.2478      Lin-Lin
 530.748     31.9131      Lin-Lin
 530.794     31.2117      Lin-Lin
 530.84      30.2922      Lin-Lin
 530.884     29.2118      Lin-Lin
 530.925     28.0618      Lin-Lin
 530.982     26.2778      Lin-Lin
 531.066     23.4366      Lin-Lin
 531.149     20.571       Lin-Lin
 531.192     19.1757      Lin-Lin
 531.233     17.8997      Lin-Lin
 531.274     16.7457      Lin-Lin
 531.314     15.7173      Lin-Lin
 531.355     14.7676      Lin-Lin
 531.394     13.9765      Lin-Lin
 531.432     13.2734      Lin-Lin
 531.472     12.636       Lin-Lin
 531.519     11.9591      Lin-Lin
 531.571     11.294       Lin-Lin
 531.643     10.473       Lin-Lin
 531.787     8.97385      Lin-Lin
 531.929     7.5182       Lin-Lin
 531.997     6.86812      Lin-Lin
 532.046     6.41678      Lin-Lin
 532.096     5.99955      Lin-Lin
 532.143     5.64322      Lin-Lin
 532.192     5.30916      Lin-Lin
 532.234     5.0582       Lin-Lin
 532.279     4.82279      Lin-Lin
 532.331     4.5877       Lin-Lin
 532.382     4.39419      Lin-Lin
 532.433     4.2327       Lin-Lin
 532.489     4.08496      Lin-Lin
 532.557     3.94061      Lin-Lin
 532.63      3.81765      Lin-Lin
 532.718     3.69871      Lin-Lin
 532.812     3.60062      Lin-Lin
 532.884     3.54576      Lin-Lin
 532.949     3.51454      Lin-Lin
 533.018     3.50308      Lin-Lin
 533.083     3.51614      Lin-Lin
 533.143     3.55167      Lin-Lin
 533.203     3.61204      Lin-Lin
 533.263     3.69926      Lin-Lin
 533.323     3.81519      Lin-Lin
 533.368     3.92213      Lin-Lin
 533.413     4.0472       Lin-Lin
 533.459     4.19146      Lin-Lin
 533.504     4.35616      Lin-Lin
 533.549     4.54282      Lin-Lin
 533.594     4.7532       Lin-Lin
 533.639     4.98927      Lin-Lin
 533.684     5.25317      Lin-Lin
 533.729     5.547        Lin-Lin
 533.774     5.87259      Lin-Lin
 533.819     6.23125      Lin-Lin
 533.864     6.62322      Lin-Lin
 533.924     7.19557      Lin-Lin
 533.984     7.81714      Lin-Lin
 534.153     9.66078      Lin-Lin
 534.217     10.3129      Lin-Lin
 534.258     10.672       Lin-Lin
 534.297     10.9708      Lin-Lin
 534.339     11.2284      Lin-Lin
 534.384     11.429       Lin-Lin
 534.423     11.5299      Lin-Lin
 534.465     11.5663      Lin-Lin
 534.511     11.5227      Lin-Lin
 534.564     11.3807      Lin-Lin
 534.63      11.1072      Lin-Lin
 534.747     10.5445      Lin-Lin
 534.792     10.3746      Lin-Lin
 534.838     10.2577      Lin-Lin
 534.883     10.2117      Lin-Lin
 534.926     10.2396      Lin-Lin
 534.969     10.3366      Lin-Lin
 535.018     10.5209      Lin-Lin
 535.077     10.8301      Lin-Lin
 535.213     11.6463      Lin-Lin
 535.27      11.9069      Lin-Lin
 535.305     12.016       Lin-Lin
 535.354     12.0818      Lin-Lin
 535.359     12.0823      Lin-Lin
 535.394     12.0505      Lin-Lin
 535.438     11.9249      Lin-Lin
 535.477     11.7308      Lin-Lin
 535.516     11.4632      Lin-Lin
 535.55      11.17        Lin-Lin
 535.594     10.7403      Lin-Lin
 535.635     10.275       Lin-Lin
 535.715     9.27601      Lin-Lin
 535.798     8.23988      Lin-Lin
 535.849     7.65359      Lin-Lin
 535.882     7.31828      Lin-Lin
 535.92      6.97655      Lin-Lin
 535.951     6.73988      Lin-Lin
 535.983     6.55164      Lin-Lin
 536.013     6.4204       Lin-Lin
 536.041     6.34556      Lin-Lin
 536.069     6.31658      Lin-Lin
 536.072     6.31628      Lin-Lin
 536.097     6.335        Lin-Lin
 536.125     6.40185      Lin-Lin
 536.153     6.51765      Lin-Lin
 536.181     6.6854       Lin-Lin
 536.205     6.86581      Lin-Lin
 536.229     7.08105      Lin-Lin
 536.245     7.24344      Lin-Lin
 536.277     7.61184      Lin-Lin
 536.309     8.03524      Lin-Lin
 536.337     8.45403      Lin-Lin
 536.38      9.14821      Lin-Lin
 536.422     9.90776      Lin-Lin
 536.476     10.9223      Lin-Lin
 536.586     13.0914      Lin-Lin
 536.644     14.1924      Lin-Lin
 536.692     15.0237      Lin-Lin
 536.745     15.8498      Lin-Lin
 536.795     16.5153      Lin-Lin
 536.837     17.0015      Lin-Lin
 536.892     17.5207      Lin-Lin
 536.947     17.9361      Lin-Lin
 537.124     18.9955      Lin-Lin
 537.178     19.3842      Lin-Lin
 537.238     19.9473      Lin-Lin
 537.288     20.5353      Lin-Lin
 537.33      21.1384      Lin-Lin
 537.373     21.8339      Lin-Lin
 537.44      23.1044      Lin-Lin
 537.514     24.6849      Lin-Lin
 537.647     27.6207      Lin-Lin
 537.699     28.63        Lin-Lin
 537.75      29.4764      Lin-Lin
 537.8       30.0888      Lin-Lin
 537.85      30.4608      Lin-Lin
 537.895     30.5662      Lin-Lin
 537.927     30.5027      Lin-Lin
 537.961     30.301       Lin-Lin
 538.002     29.8869      Lin-Lin
 538.037     29.382       Lin-Lin
 538.087     28.4319      Lin-Lin
 538.124     27.5882      Lin-Lin
 538.161     26.6355      Lin-Lin
 538.219     24.9366      Lin-Lin
 538.294     22.5562      Lin-Lin
 538.428     18.1837      Lin-Lin
 538.488     16.3101      Lin-Lin
 538.529     15.1378      Lin-Lin
 538.569     14.0381      Lin-Lin
 538.605     13.1156      Lin-Lin
 538.642     12.2594      Lin-Lin
 538.679     11.4494      Lin-Lin
 538.719     10.672       Lin-Lin
 538.751     10.0997      Lin-Lin
 538.786     9.52744      Lin-Lin
 538.82      9.01165      Lin-Lin
 538.86      8.49502      Lin-Lin
 538.9       8.04127      Lin-Lin
 538.935     7.6966       Lin-Lin
 538.97      7.40112      Lin-Lin
 539.002     7.17089      Lin-Lin
 539.028     7.01921      Lin-Lin
 539.057     6.87609      Lin-Lin
 539.094     6.74207      Lin-Lin
 539.128     6.66815      Lin-Lin
 539.162     6.64113      Lin-Lin
 539.187     6.65192      Lin-Lin
 539.213     6.68945      Lin-Lin
 539.251     6.79598      Lin-Lin
 539.288     6.95658      Lin-Lin
 539.325     7.16852      Lin-Lin
 539.361     7.43143      Lin-Lin
 539.398     7.74169      Lin-Lin
 539.434     8.09419      Lin-Lin
 539.484     8.63749      Lin-Lin
 539.562     9.5607       Lin-Lin
 539.63      10.3716      Lin-Lin
 539.676     10.8756      Lin-Lin
 539.721     11.3226      Lin-Lin
 539.758     11.6324      Lin-Lin
 539.802     11.9131      Lin-Lin
 539.832     12.0416      Lin-Lin
 539.861     12.119       Lin-Lin
 539.889     12.1429      Lin-Lin
 539.93      12.0895      Lin-Lin
 539.965     11.9553      Lin-Lin
 539.999     11.7543      Lin-Lin
 540.038     11.4399      Lin-Lin
 540.083     10.9813      Lin-Lin
 540.115     10.6012      Lin-Lin
 540.153     10.0896      Lin-Lin
 540.208     9.29476      Lin-Lin
 540.342     7.23161      Lin-Lin
 540.397     6.42732      Lin-Lin
 540.431     5.95402      Lin-Lin
 540.463     5.54984      Lin-Lin
 540.494     5.17309      Lin-Lin
 540.53      4.77693      Lin-Lin
 540.558     4.50524      Lin-Lin
 540.592     4.19047      Lin-Lin
 540.623     3.9351       Lin-Lin
 540.658     3.68342      Lin-Lin
 540.692     3.4705       Lin-Lin
 540.724     3.29141      Lin-Lin
 540.753     3.15201      Lin-Lin
 540.788     3.0084       Lin-Lin
 540.823     2.8887       Lin-Lin
 540.852     2.80597      Lin-Lin
 540.877     2.74528      Lin-Lin
 540.903     2.69554      Lin-Lin
 540.93      2.65386      Lin-Lin
 540.958     2.62462      Lin-Lin
 540.985     2.60801      Lin-Lin
 541.013     2.60449      Lin-Lin
 541.036     2.61222      Lin-Lin
 541.06      2.63123      Lin-Lin
 541.084     2.66227      Lin-Lin
 541.108     2.70639      Lin-Lin
 541.132     2.76479      Lin-Lin
 541.156     2.8389       Lin-Lin
 541.18      2.93031      Lin-Lin
 541.204     3.04084      Lin-Lin
 541.228     3.17246      Lin-Lin
 541.251     3.32191      Lin-Lin
 541.275     3.49526      Lin-Lin
 541.298     3.69478      Lin-Lin
 541.321     3.92287      Lin-Lin
 541.344     4.18202      Lin-Lin
 541.367     4.47479      Lin-Lin
 541.391     4.8038       Lin-Lin
 541.414     5.17162      Lin-Lin
 541.437     5.58084      Lin-Lin
 541.46      6.03387      Lin-Lin
 541.476     6.36135      Lin-Lin
 541.498     6.86868      Lin-Lin
 541.52      7.42113      Lin-Lin
 541.543     8.02003      Lin-Lin
 541.565     8.66637      Lin-Lin
 541.587     9.3607       Lin-Lin
 541.609     10.103       Lin-Lin
 541.632     10.8929      Lin-Lin
 541.662     12.0389      Lin-Lin
 541.694     13.3325      Lin-Lin
 541.717     14.3566      Lin-Lin
 541.749     15.7851      Lin-Lin
 541.795     17.9384      Lin-Lin
 541.911     23.5983      Lin-Lin
 541.95      25.3716      Lin-Lin
 541.995     27.2711      Lin-Lin
 542.031     28.6611      Lin-Lin
 542.066     29.774       Lin-Lin
 542.101     30.7138      Lin-Lin
 542.127     31.2376      Lin-Lin
 542.152     31.6302      Lin-Lin
 542.181     31.9131      Lin-Lin
 542.212     32.0115      Lin-Lin
 542.235     31.9528      Lin-Lin
 542.269     31.6556      Lin-Lin
 542.3       31.1886      Lin-Lin
 542.33      30.5432      Lin-Lin
 542.366     29.5863      Lin-Lin
 542.4       28.4834      Lin-Lin
 542.437     27.1391      Lin-Lin
 542.48      25.4091      Lin-Lin
 542.6       20.3253      Lin-Lin
 542.641     18.7344      Lin-Lin
 542.67      17.6514      Lin-Lin
 542.7       16.6575      Lin-Lin
 542.729     15.7665      Lin-Lin
 542.758     14.99        Lin-Lin
 542.785     14.3914      Lin-Lin
 542.812     13.9009      Lin-Lin
 542.832     13.6064      Lin-Lin
 542.852     13.3762      Lin-Lin
 542.872     13.2113      Lin-Lin
 542.892     13.1122      Lin-Lin
 542.913     13.0789      Lin-Lin
 542.933     13.1115      Lin-Lin
 542.953     13.2094      Lin-Lin
 542.973     13.3719      Lin-Lin
 542.994     13.6155      Lin-Lin
 543.016     13.9301      Lin-Lin
 543.037     14.3139      Lin-Lin
 543.058     14.7649      Lin-Lin
 543.08      15.2808      Lin-Lin
 543.112     16.1708      Lin-Lin
 543.144     17.1914      Lin-Lin
 543.174     18.2322      Lin-Lin
 543.203     19.3639      Lin-Lin
 543.247     21.209       Lin-Lin
 543.302     23.6942      Lin-Lin
 543.466     31.5048      Lin-Lin
 543.519     33.8829      Lin-Lin
 543.559     35.5072      Lin-Lin
 543.604     37.0865      Lin-Lin
 543.65      38.4589      Lin-Lin
 543.696     39.5045      Lin-Lin
 543.733     40.0842      Lin-Lin
 543.775     40.4519      Lin-Lin
 543.795     40.5154      Lin-Lin
 543.836     40.4237      Lin-Lin
 543.871     40.1094      Lin-Lin
 543.906     39.5853      Lin-Lin
 543.951     38.6175      Lin-Lin
 543.994     37.434       Lin-Lin
 544.032     36.1928      Lin-Lin
 544.082     34.344       Lin-Lin
 544.149     31.5925      Lin-Lin
 544.325     23.8116      Lin-Lin
 544.389     21.1238      Lin-Lin
 544.432     19.4462      Lin-Lin
 544.475     17.8769      Lin-Lin
 544.518     16.4247      Lin-Lin
 544.561     15.0942      Lin-Lin
 544.593     14.1769      Lin-Lin
 544.625     13.328       Lin-Lin
 544.66      12.4838      Lin-Lin
 544.701     11.6041      Lin-Lin
 544.741     10.8208      Lin-Lin
 544.781     10.1287      Lin-Lin
 544.821     9.52227      Lin-Lin
 544.862     8.99652      Lin-Lin
 544.893     8.63547      Lin-Lin
 544.925     8.31994      Lin-Lin
 544.957     8.04843      Lin-Lin
 544.989     7.8199       Lin-Lin
 545.02      7.63378      Lin-Lin
 545.052     7.49003      Lin-Lin
 545.084     7.38918      Lin-Lin
 545.116     7.33233      Lin-Lin
 545.137     7.3197       Lin-Lin
 545.169     7.34029      Lin-Lin
 545.2       7.41076      Lin-Lin
 545.225     7.50359      Lin-Lin
 545.25      7.63128      Lin-Lin
 545.275     7.79587      Lin-Lin
 545.3       7.99957      Lin-Lin
 545.332     8.31069      Lin-Lin
 545.363     8.69054      Lin-Lin
 545.394     9.14397      Lin-Lin
 545.425     9.67577      Lin-Lin
 545.456     10.2906      Lin-Lin
 545.482     10.8591      Lin-Lin
 545.512     11.612       Lin-Lin
